Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL10052799,AL00052441,AL00051735,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL00052799,AL10063763,AL10053473,AL00055594,AL10051350,AL00053335,AL00052150,AL10050412,AL00052086,AL10089447,AL20089447,AL00101215,AL00088995,AL00089048,AL10050815,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL10057468,AL00050799,AL00050021,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00051412,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00063410,AL00047861,AL00051984,AL00052141,AL00088696,AL00053701,AL10051735,AL00069381,AL00089800,AL00109622,AL00068994,AL00053697,AL10109622,AL00051971,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL10054592,AL00089623,AL00063412,AL10054814,AL00049599,AL00051913,AL00057413,AL10074933,AL00051713,AL00054253,AL00051904,AL00069117,AL00054814,AL10053335,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL00052317,AL00050475,AL10101215,AL10057491,AL00055723,AL10050464,AL10069117,AL00055464,AL00051392,AL00100877,AL00054790,AL10054593,AL00051906,AL00053473,AL10050155,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
Number of Sequences,4.0,4.0,4.0,6.0,3.0,6.0,34.0,9.0,7.0,4.0,3.0,13.0,4.0,3.0,3.0,4.0,3.0,22.0,7.0,119.0,7.0,95.0,10.0,4.0,53.0,7.0,29.0,3.0,4.0,5.0,3.0,29.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,21.0,8.0,13.0,8.0,7.0,3.0,6.0,3.0,15.0,3.0,10.0,7.0,7.0,3.0,6.0,4.0,4.0,20.0,6.0,3.0,8.0,11.0,5.0,166.0,4.0,4.0,3.0,3.0,16.0,4.0,11.0,3.0,4.0,6.0,6.0,3.0,82.0,3.0,16.0,14.0,4.0,15.0,3.0,5.0,3.0,5.0,5.0,6.0,6.0,60.0,13.0,5.0,11.0,10.0,3.0,4.0,25.0,12.0,3.0,11.0,3.0,24.0,5.0,7.0,3.0,11.0,8.0,28.0,5.0,13.0,51.0,6.0,9.0,4.0,12.0,4.0
Reference Length,167.0,60.0,206.0,167.0,302.0,162.0,26.0,143.0,324.0,32.0,162.0,108.0,119.0,127.0,281.0,45.0,147.0,306.0,96.0,32.0,84.0,56.0,306.0,555.0,65.0,151.0,20.0,122.0,90.0,41.0,76.0,138.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,36.0,185.0,190.0,176.0,99.0,479.0,211.0,75.0,55.0,81.0,488.0,108.0,104.0,69.0,45.0,146.0,125.0,206.0,78.0,89.0,215.0,144.0,513.0,70.0,469.0,152.0,157.0,125.0,235.0,61.0,333.0,66.0,127.0,43.0,140.0,85.0,119.0,145.0,206.0,22.0,152.0,441.0,83.0,113.0,369.0,88.0,372.0,70.0,97.0,50.0,121.0,215.0,147.0,173.0,185.0,79.0,386.0,209.0,180.0,40.0,201.0,123.0,170.0,204.0,205.0,277.0,89.0,438.0,265.0,455.0,116.0,64.0,99.0,229.0,162.0,46.0
Estimated Length,212.0,60.0,226.0,497.0,286.0,176.0,26.0,144.0,899.0,32.0,163.0,128.0,280.0,137.0,291.0,44.0,197.0,342.0,186.0,32.0,84.0,67.0,547.0,693.0,100.0,251.0,20.0,122.0,90.0,41.0,76.0,158.0,113.0,71.0,48.0,422.0,397.0,247.0,120.0,38.0,293.0,261.0,200.0,107.0,489.0,235.0,75.0,58.0,83.0,537.0,97.0,105.0,71.0,46.0,151.0,126.0,227.0,78.0,87.0,234.0,222.0,552.0,101.0,805.0,153.0,296.0,125.0,322.0,163.0,413.0,100.0,227.0,43.0,152.0,201.0,191.0,145.0,215.0,22.0,161.0,1571.0,226.0,115.0,370.0,88.0,793.0,71.0,95.0,72.0,123.0,218.0,166.0,195.0,185.0,79.0,1193.0,197.0,180.0,37.0,471.0,161.0,318.0,631.0,205.0,715.0,88.0,837.0,389.0,1241.0,186.0,64.0,96.0,320.0,176.0,46.0
Maximum Ungapped Length,165.0,60.0,191.0,129.0,280.0,153.0,26.0,126.0,255.0,32.0,159.0,97.0,101.0,127.0,281.0,44.0,119.0,226.0,71.0,32.0,84.0,45.0,250.0,448.0,62.0,149.0,20.0,110.0,89.0,41.0,76.0,119.0,107.0,71.0,48.0,337.0,302.0,235.0,104.0,33.0,173.0,155.0,160.0,98.0,468.0,204.0,73.0,51.0,76.0,472.0,97.0,104.0,69.0,45.0,145.0,119.0,193.0,77.0,87.0,191.0,136.0,484.0,69.0,428.0,149.0,155.0,125.0,167.0,60.0,303.0,63.0,116.0,43.0,137.0,74.0,92.0,145.0,193.0,22.0,151.0,360.0,81.0,96.0,366.0,88.0,299.0,70.0,86.0,50.0,104.0,204.0,145.0,154.0,185.0,79.0,255.0,158.0,178.0,34.0,180.0,102.0,164.0,166.0,205.0,243.0,88.0,350.0,225.0,366.0,93.0,64.0,90.0,222.0,125.0,46.0
Sequence Length Heterogeneity,1.3410271844600001,0.152507618277,0.271207638478,0.110341115921,0.111641298133,0.142749867157,0.0157856011585,0.126146246741,0.345332632711,0.0183285799743,0.0259067428483,0.114388708133,0.0714285714286,0.0139681516739,0.075417109506,0.0661437827766,0.19133313259,0.141421926379,0.0979664128145,0.00286468280321,0.0,0.0592557157962,0.188423377013,0.343853028363,0.208538172695,0.178453719568,0.0,0.120983844746,0.0280898876404,0.0,0.0,0.0505691087237,0.117180944039,0.0467297920966,0.0450051437389,0.0816495231461,0.080223503263,0.0540988149946,0.0779759380423,0.0359305620747,0.360571590374,0.133166257766,0.141120222239,0.0115703410105,0.250946305383,0.0244592445813,0.125092558324,0.0631811819517,0.0352766841475,0.146784389009,0.0584945017752,0.15656930603,0.0798924278865,0.215349259352,0.0234328931461,0.00814831581069,0.143500751892,0.0144137515133,0.0,0.0839186935906,0.435104921973,0.0481907121133,0.143128039617,0.207580242632,0.031460626752,0.0521477662494,0.0,0.125570128386,0.0254237288136,0.289963498625,0.166666666667,0.0461574358827,0.0377852033776,0.0844432381781,0.118628301042,0.170543591959,0.00807482893972,0.0890729939548,0.0,0.0938512566285,0.123028896216,0.0793120233334,0.0335119795208,0.0535758375611,0.0303218716521,0.419534103076,0.0271810025183,0.119238424864,0.0876671082321,0.124709221779,0.0293873196326,0.0767709361251,0.118214912303,0.0,0.0697470123853,0.151299270192,0.0973267835996,0.0324354083814,0.149666295471,0.122272061064,0.0964554211567,0.0886285451032,0.300658669222,0.0204113731532,0.147046634422,0.124247165619,0.172076634182,0.221967410333,0.23911700729,0.0588996217641,0.0163935803014,0.0858301617396,0.733316591137,0.0843326280554,0.0111111111111
Gappiness Percentage,0.553892215569,0.116666666667,0.252427184466,0.310379241517,0.136865342163,0.157407407407,0.0079185520362,0.245532245532,0.453262786596,0.015625,0.0411522633745,0.214387464387,0.224789915966,0.0157480314961,0.0771055753262,0.1,0.30612244898,0.392453951277,0.379464285714,0.000262605042017,0.0,0.406390977444,0.378104575163,0.43018018018,0.40435413643,0.172185430464,0.0,0.20218579235,0.025,0.0,0.0,0.199650174913,0.137755102041,0.0826666666667,0.0277777777778,0.208646616541,0.19823434992,0.117006802721,0.193732193732,0.161375661376,0.393243243243,0.376518218623,0.223011363636,0.015873015873,0.221294363257,0.0758293838863,0.142222222222,0.212121212121,0.0864197530864,0.151024590164,0.205026455026,0.162087912088,0.0772946859903,0.285185185185,0.0325342465753,0.058,0.227184466019,0.025641025641,0.0224719101124,0.260465116279,0.36047979798,0.0810916179337,0.518244406196,0.249466950959,0.0526315789474,0.0424628450106,0.0,0.410106382979,0.0368852459016,0.335244335244,0.181818181818,0.127952755906,0.046511627907,0.114285714286,0.211764705882,0.515576962492,0.00919540229885,0.179915048544,0.0,0.0690789473684,0.27059712774,0.0923694779116,0.189380530973,0.0460704607046,0.0295454545455,0.459677419355,0.0238095238095,0.249140893471,0.317666666667,0.27145581691,0.0846511627907,0.103277674706,0.292485549133,0.0,0.0569620253165,0.477409326425,0.332535885167,0.0296296296296,0.325,0.189054726368,0.307926829268,0.0776470588235,0.402661064426,0.0227642276423,0.336724647194,0.231741573034,0.420009784736,0.315471698113,0.471851225697,0.275524002705,0.0208333333333,0.181818181818,0.465065502183,0.292695473251,0.0163043478261
Average Gap Length,30.8333333333,14.0,12.2352941176,7.06818181818,5.39130434783,5.27586206897,1.0,5.09677419355,19.3962264151,1.0,2.5,5.18965517241,7.13333333333,1.5,6.5,2.25,22.5,8.15432098765,10.2,1.0,0.0,11.5,15.6351351351,23.2926829268,13.5242718447,5.51515151515,0.0,7.4,2.25,0.0,0.0,4.41436464088,3.27272727273,3.1,2.66666666667,4.91150442478,8.66666666667,4.64864864865,7.55555555556,1.5641025641,14.55,8.01724137931,6.40816326531,1.22222222222,28.9090909091,5.05263157895,3.55555555556,3.125,2.625,8.56976744186,10.3333333333,8.42857142857,5.33333333333,15.4,3.16666666667,2.41666666667,5.70731707317,1.09090909091,1.0,7.85964912281,11.1960784314,5.94285714286,19.4258064516,18.72,2.28571428571,2.22222222222,0.0,11.4222222222,1.8,18.0588235294,3.27272727273,3.61111111111,2.0,3.69230769231,7.71428571429,15.48,1.0,4.39259259259,0.0,2.625,15.0420168067,2.3,4.65217391304,5.66666666667,1.44444444444,26.71875,2.0,8.05555555556,7.68548387097,6.88709677419,3.37037037037,4.51351351351,10.7659574468,0.0,9.0,12.7617728532,8.77894736842,2.66666666667,7.15,7.6,6.93893129771,3.14285714286,11.7346938776,1.55555555556,9.58878504673,5.68965517241,10.5337423313,13.0625,18.9863945578,6.93617021277,1.14285714286,3.6,23.6666666667,6.1847826087,1.0
Median Gap Length,5.0,14.0,4.0,4.0,3.0,3.0,1.0,3.0,9.0,1.0,2.0,2.0,4.0,1.5,7.5,2.5,21.0,4.0,11.0,1.0,0.0,12.0,4.0,15.0,10.0,5.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,3.5,2.0,3.0,5.0,3.0,6.0,1.0,14.0,7.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,12.0,6.0,4.0,14.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,32.0,6.0,1.5,1.0,0.0,9.0,1.0,5.0,2.0,4.0,2.0,3.0,11.0,9.0,1.0,2.0,0.0,2.0,7.0,1.5,3.0,3.0,1.0,7.5,1.0,8.0,4.0,4.0,2.0,3.0,11.0,0.0,9.0,8.0,2.0,1.0,8.0,7.0,8.0,1.0,8.0,1.0,4.0,3.0,7.0,7.5,6.0,6.0,1.0,2.0,4.0,5.0,1.0
1-SPFP(masked),0.806201550388,0.668965517241,0.489675516224,0.509389671362,0.490250696379,0.400566572238,0.830968280467,0.447443181818,0.492390331244,0.919786096257,0.744444444444,0.478359511344,0.460674157303,0.514204545455,0.722607489598,0.672413793103,0.875816993464,0.281112818262,0.527559055118,0.810299527063,0.952380952381,0.771925830884,0.305681246858,0.19257086999,0.47114389234,0.531684698609,1.0,0.528455284553,0.78488372093,0.926829268293,1.0,0.339555298317,0.544861337684,0.573573573574,0.696480938416,0.558844507846,0.731022791486,0.910318225651,0.710274198877,0.753408904222,0.562887511072,0.612572909916,0.32170313424,0.653708439898,0.891141942369,0.907279971025,0.863636363636,0.840831240009,0.596153846154,0.638300455235,0.608843537415,0.719047619048,0.51724137931,0.764705882353,0.985507246377,0.817251461988,0.28348070282,0.749330954505,0.655172413793,0.349857991221,0.415649027589,0.753171856978,0.812928077313,0.529021558872,0.773381294964,0.548387096774,0.984,0.369057284619,0.744444444444,0.354407432586,0.655913978495,0.576119402985,0.798668885191,0.592614302462,0.0,0.457691643184,0.967365967366,0.390532544379,1.0,0.453145057766,0.41219443664,0.0,0.667070217918,0.808300395257,0.902031063321,0.63196125908,0.592445328032,0.596153846154,0.634904140905,0.427715854267,0.811933937134,0.445905107283,0.683971575207,0.643243243243,0.829836829837,0.263313102219,0.491599178049,0.772549019608,0.56700232378,1.0,0.389655172414,0.561090225564,0.40990990991,0.799325463744,0.366135458167,0.793429844098,0.460423617506,0.565416285453,0.300045878575,0.741399280649,0.827956989247,0.442144177449,0.845238095238,0.531637904935,0.911111111111
1-SPFN(masked),0.481481481481,0.979797979798,0.80193236715,0.344444444444,0.724279835391,0.567871485944,0.851764705882,0.841346153846,0.335775335775,0.955555555556,0.893333333333,0.638927738928,0.13141025641,0.849765258216,0.933691756272,0.764705882353,0.720430107527,0.662014602313,0.330049261084,0.996767937944,1.0,0.895080787074,0.570892018779,0.245024875622,0.689278727835,0.394721744119,1.0,0.593607305936,0.992647058824,1.0,1.0,0.788177339901,0.681632653061,0.707407407407,0.989583333333,0.700648334451,0.901509872242,0.958375634518,0.979052823315,0.873523809524,0.72052154195,0.73889931207,0.504638218924,0.894957983193,0.976608187135,0.948863636364,0.904761904762,0.974074074074,0.688888888889,0.965656565657,0.774891774892,0.810194500335,0.625,0.984848484848,0.992700729927,0.887301587302,0.666369313113,1.0,0.721518987342,0.549918831169,0.417727272727,0.877688172043,0.964558570984,0.30380952381,0.926724137931,0.246376811594,1.0,0.532682291667,0.210691823899,0.710909090909,0.535087719298,0.473039215686,1.0,0.832098765432,0.0,0.771093044264,0.967365967366,0.840277777778,1.0,0.684108527132,0.558857142857,0.0,0.798550724638,0.914988814318,0.94375,0.322222222222,0.749685534591,0.665536723164,0.941448382126,0.686698717949,0.907142857143,0.662401795735,0.974683544304,1.0,0.988888888889,0.406296296296,0.810805422648,0.96568627451,0.782887700535,0.0550458715596,0.640831758034,0.485365853659,0.0849673202614,0.940476190476,0.484321475626,0.892857142857,0.530806182122,0.650526315789,0.279487179487,0.95385620915,0.933333333333,0.738271604938,0.5,0.80624426079,0.97619047619
TC(masked),0.0,0.969696969697,0.710144927536,0.285714285714,0.592592592593,0.253012048193,0.56,0.5,0.102564102564,0.933333333333,0.84,0.327272727273,0.0,0.774647887324,0.908602150538,0.617647058824,0.677419354839,0.223880597015,0.103448275862,0.807692307692,1.0,0.357142857143,0.380281690141,0.0671641791045,0.217391304348,0.0,1.0,0.397260273973,0.985294117647,1.0,1.0,0.272727272727,0.328571428571,0.296296296296,0.96875,0.455399061033,0.692682926829,0.878172588832,0.950819672131,0.52,0.396825396825,0.268292682927,0.220779220779,0.779411764706,0.964912280702,0.886363636364,0.875,0.805555555556,0.6,0.913223140496,0.212121212121,0.676056338028,0.4375,0.954545454545,0.985401459854,0.780952380952,0.28813559322,1.0,0.582278481013,0.363636363636,0.075,0.69623655914,0.592592592593,0.0,0.862068965517,0.0,1.0,0.0,0.11320754717,0.425,0.447368421053,0.176470588235,1.0,0.777777777778,0.0,0.166666666667,0.951048951049,0.430555555556,1.0,0.406976744186,0.19,0.0,0.63768115942,0.872483221477,0.875,0.271604938272,0.377358490566,0.491525423729,0.636363636364,0.3125,0.785714285714,0.320987654321,0.873417721519,1.0,0.983333333333,0.0,0.539473684211,0.948529411765,0.588235294118,0.0,0.326086956522,0.0,0.0,0.910714285714,0.0,0.701754385965,0.0657894736842,0.389473684211,0.0,0.416666666667,0.8,0.466666666667,0.0,0.318181818182,0.952380952381
Compression(masked),1.2694610778443114,1.0,1.09708737864,2.97604790419,0.94701986755,1.08641975309,1.0,1.00699300699,2.77469135802,1.0,1.00617283951,1.18518518519,2.35294117647,1.07874015748,1.03558718861,0.977777777778,1.34013605442,1.11764705882,1.9375,1.0,1.0,1.19642857143,1.78758169935,1.24864864865,1.53846153846,1.66225165563,1.0,1.0,1.0,1.0,1.0,1.14492753623,1.00892857143,0.946666666667,1.0,1.11052631579,1.11516853933,1.00816326531,1.02564102564,1.05555555556,1.58378378378,1.37368421053,1.13636363636,1.08080808081,1.02087682672,1.11374407583,1.0,1.05454545455,1.02469135802,1.10040983607,0.898148148148,1.00961538462,1.02898550725,1.02222222222,1.03424657534,1.008,1.10194174757,1.0,0.977528089888,1.08837209302,1.54166666667,1.07602339181,1.44285714286,1.71641791045,1.00657894737,1.88535031847,1.0,1.37021276596,2.67213114754,1.24024024024,1.51515151515,1.7874015748,1.0,1.08571428571,2.36470588235,1.60504201681,1.0,1.04368932039,1.0,1.05921052632,3.56235827664,2.72289156627,1.01769911504,1.0027100271,1.0,2.13172043011,1.01428571429,0.979381443299,1.44,1.01652892562,1.01395348837,1.12925170068,1.12716763006,1.0,1.0,3.09067357513,0.942583732057,1.0,0.925,2.34328358209,1.30894308943,1.87058823529,3.0931372549,1.0,2.58122743682,0.988764044944,1.91095890411,1.4679245283,2.72747252747,1.60344827586,1.0,0.969696969697,1.39737991266,1.08641975309,1.0
Average Terminal Gap length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
